STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT10
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,1/1/15,10.29,,0.07,,,44,47,42,60,50,17,21.9,1,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,1/2/15,5.82,,0.25,,,50,56,47,50,360,12.1,15,1,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,1/3/15,5.82,,0.75,,,52,55,42,280,290,21.9,25.9,1,,1,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,1/4/15,11.41,,0,,,47,55,38,350,350,23,29.1,,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,1/5/15,6.49,,0,,,40,51,34,10,20,18.1,23.9,,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,1/6/15,2.01,,0,,,46,65,35,160,160,8.9,13,,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,1/7/15,11.41,,0,,,52,62,41,20,20,29.1,38,,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,1/8/15,7.38,,0,,,39,43,30,40,40,21,25.9,,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,1/9/15,11.41,,0.05,,,39,42,37,40,30,21.9,25.9,1,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,1/10/15,10.96,,0.23,,,39,41,38,60,50,17,21,1,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,1/11/15,5.82,,1.38,,,44,50,40,270,270,19.9,23,1,1,1,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,1/12/15,10.74,,0,,,47,49,44,360,20,19.9,25.1,1,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,1/13/15,11.41,,0,,,45,46,43,10,20,21,28,,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,1/14/15,8.95,,0,,,43,45,41,20,20,17,21,,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,1/15/15,7.83,,0.04,,,45,53,40,360,10,17,21,1,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,1/16/15,2.24,,0,,,47,60,35,170,170,8.1,10.1,,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,1/17/15,4.92,,0,,,52,68,41,220,220,16.1,21,1,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,1/18/15,5.14,,0,,,56,68,45,10,130,14.1,25.1,,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,1/19/15,5.37,,0,,,53,72,38,160,150,16.1,21.9,1,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,1/20/15,3.13,,0,,,60,74,50,150,150,13,15,1,1,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,1/21/15,7.83,,0,,,60,63,56,80,80,18.1,23.9,1,1,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,1/22/15,16.33,,2.35,,,58,61,46,30,20,30,38,1,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,1/23/15,12.53,,0.01,,,44,46,40,330,320,23,29.1,1,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,1/24/15,7.61,,0,,,46,61,35,240,270,15,25.1,,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,1/25/15,8.95,,0,,,53,70,41,290,280,17,23,,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,1/26/15,6.49,,0,,,58,68,43,280,270,13,16.1,,,,,,,,1,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,1/27/15,4.92,,0,,,60,79,48,290,290,12.1,15,,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,1/28/15,4.03,,0,,,62,78,48,170,180,15,18.1,1,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,1/29/15,4.47,,0,,,62,75,51,20,10,17,21.9,1,1,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,1/30/15,10.07,,0,,,60,64,50,10,10,21,25.1,,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,1/31/15,10.51,,0,,,54,63,49,110,130,19.9,25.1,,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,2/1/15,12.08,,0,,,66,77,52,360,350,28,35.1,1,,1,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,2/2/15,13.65,,0,,,49,52,38,360,350,28,36,,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,2/3/15,5.82,,0.13,,,45,49,44,60,60,14.1,17,,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,2/4/15,4.03,,0.14,,,49,60,43,70,70,13,16.1,1,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,2/5/15,10.07,,0.01,,,52,56,43,340,350,17,21.9,1,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,2/6/15,3.36,,0,,,47,56,42,350,350,8.9,10.1,,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,2/7/15,6.93,,0,,,53,69,40,180,170,16.1,23,1,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,2/8/15,7.83,,0,,,62,76,52,220,210,21.9,31.1,1,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,2/9/15,7.38,,0,,,68,83,58,320,340,19.9,23.9,1,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,2/10/15,5.14,,0,,,62,73,50,160,150,12.1,17,1,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,2/11/15,4.47,,0,,,60,72,49,110,100,15,21,1,1,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,2/12/15,9.84,,0,,,58,67,50,360,360,21,25.1,1,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,2/13/15,5.59,,0,,,54,65,46,80,150,13,16.1,,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,2/14/15,6.04,,0,,,60,76,48,250,210,17,21.9,1,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,2/15/15,7.38,,0,,,63,71,53,170,160,15,23,1,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,2/16/15,13.42,,0.14,,,60,69,38,280,290,29.1,40,1,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,2/17/15,10.51,,0.01,,,42,53,36,350,350,21,23.9,,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,2/18/15,5.82,,0,,,47,63,36,270,260,16.1,21.9,,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,2/19/15,7.16,,0,,,51,64,38,150,160,16.1,19.9,,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,2/20/15,14.09,,0,,,63,70,57,170,170,25.9,36.9,,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,2/21/15,9.4,,0.16,,,68,73,65,170,150,17,23,1,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,2/22/15,8.72,,0.01,,,69,78,47,350,360,23.9,28,1,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,2/23/15,15.21,,0.06,,,45,47,35,10,10,23,25.9,1,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,2/24/15,7.38,,0,,,37,42,34,360,10,15,18.1,1,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,2/25/15,9.4,,0.07,,,42,52,39,320,320,21,25.1,1,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,2/26/15,11.41,,0,,,43,57,35,360,10,21,28,,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,2/27/15,11.41,,0,,,42,46,39,60,60,23.9,30,,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,2/28/15,11.41,,0.02,,,47,57,41,90,100,18.1,23.9,1,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,3/1/15,7.38,,0.27,,,60,68,53,350,80,13,17,1,1,,,,,,1,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,3/2/15,6.71,,0,,,55,63,49,350,,10.1,,1,1,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,3/3/15,9.17,,0,,,64,80,58,180,180,21.9,31.1,1,1,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,3/4/15,10.51,,0.02,,,72,81,46,340,310,23.9,32,1,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,3/5/15,19.24,,0.71,,,47,50,39,350,350,31.1,38,1,,1,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,3/6/15,7.83,,0,,,43,55,33,30,40,19.9,23.9,,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,3/7/15,4.7,,0,,,50,59,45,60,120,10.1,13,,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,3/8/15,7.16,,0.81,,,52,54,49,80,80,15,21,1,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,3/9/15,8.95,,1.72,,,56,67,53,170,170,16.1,21.9,1,1,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,3/10/15,7.83,,0,,,58,60,54,360,360,13,15,,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,3/11/15,11.63,,0.13,,,56,60,54,10,10,21.9,28,1,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,3/12/15,9.17,,0.7,,,58,61,55,360,230,18.1,21.9,1,,1,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,3/13/15,7.16,,0.02,,,60,66,57,300,300,14.1,18.1,1,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,3/14/15,6.49,,0,,,64,77,55,340,280,17,23.9,1,1,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,3/15/15,4.03,,0,,,64,74,56,350,350,12.1,14.1,,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,3/16/15,4.47,,0,,,66,75,60,110,100,10.1,16.1,,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,3/17/15,3.13,,0,,,69,81,60,170,160,12.1,14.1,1,1,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,3/18/15,6.26,,0.24,,,69,80,64,170,180,14.1,18.1,1,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,3/19/15,6.49,,0,,,71,80,67,170,170,17,21.9,1,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,3/20/15,5.14,,0,,,72,81,68,140,140,15,21,1,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,3/21/15,7.16,,1.59,,,67,69,64,70,70,14.1,16.1,1,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,3/22/15,8.5,,0,,,67,75,62,350,320,16.1,23.9,,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,3/23/15,4.92,,0,,,67,79,56,170,170,13,16.1,,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,3/24/15,5.82,,0,,,65,77,56,160,160,14.1,17,1,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,3/25/15,5.59,,0,,,67,78,59,160,180,16.1,21.9,1,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,3/26/15,11.41,,0.17,,,66,69,58,350,350,29.1,36,1,,1,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,3/27/15,6.26,,0,,,62,79,46,320,330,18.1,28,,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,3/28/15,7.83,,0,,,67,81,52,210,210,21,23.9,,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,3/29/15,10.29,,0,,,69,80,59,200,180,23,29.1,,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,3/30/15,5.82,,0,,,70,82,60,200,210,15,19.9,1,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,3/31/15,7.83,,0,,,71,83,61,190,200,17,25.1,1,1,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,4/1/15,7.61,,0.01,,,72,79,66,160,170,21.9,30,1,,1,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,4/2/15,10.74,,0.02,,,74,82,69,190,160,18.1,25.9,,,,,,,,,
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4,4/3/15,8.5,,0.02,,,76,81,72,350,350,17,21.9,1,,,,,,,,
